id,empresa,cnpj,cidade,estado,distancia_km_aracatuba,categoria,linha,produto_provavel,produto_secundario,justificativa_produto,potencial,consumo_estimado,tipo_operacao,o_que_fabrica_constroi,obras_atuais,comprador,telefone,whatsapp,email,site,endereco,fonte,data_pesquisa,ultimo_contato,status,proximo_contato,ultima_compra,crm,vendedor,situacao,proxima_acao,necessidade_identificada,motivo_prospect,abordagem,observacoes_comerciais,indicacao
ARA-087,"Clealco Açúcar e Álcool — Unidade Clementina",45.483.450/0001-10,Clementina,SP,70,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site clealco.com.br — matriz Clementina; grupo com 3 usinas e moagem ~12 mi t/safra.",Alto,Alto,"Usina de açúcar e etanol","Açúcar VHP, etanol, energia","Operação contínua — validar","Não identificado","(18) 3658-9000","Não identificado","Não identificado",https://www.clealco.com.br/,"Rodovia SP-425 entroncamento SP-463, Km 01 — Industrial — Clementina/SP — CEP 16253-899","clealco.com.br/contato; cogen.com.br",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Portal do Fornecedor Clealco + mapear caldeirarias","Manutenção industrial","Grupo Clealco a ~70 km (eixo Penápolis/Clementina)","Portal fornecedor Clealco; indireta via caldeirarias.","Site tem Portal do Fornecedor — canal formal.",
ARA-088,"Clealco Açúcar e Álcool — Unidade Queiroz",45.483.450/0021-64,Queiroz,SP,175,Indústria,Inox,"Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site clealco.com.br — unidade Queiroz com CNPJ e telefone próprios.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol/energia,"Operação contínua — validar","Não identificado","(14) 3458-9208","Não identificado","Não identificado",https://www.clealco.com.br/,"Fazenda Pouso Alegre — Zona Rural — Queiroz/SP — CEP 17599-899",clealco.com.br/contato,08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Agrupar com rota Marília se deslocar ao sul","Manutenção industrial","Unidade Clealco na borda sul do raio (~175 km)","Mesmo portal Clealco da unidade Clementina.","Priorizar se rota Marília/Assis/Bauru estiver ativa.",
ARA-089,"Diana Bioenergia Avanhandava","Não identificado",Avanhandava,SP,70,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: UDOP — Diana Bioenergia Avanhandava S.A.; usina CFA 2025; site dianabioenergia.com.br.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol/energia,"Operação contínua — validar","Não identificado","(18) 3651-9100 / (18) 3651-9101","Não identificado","Não identificado",https://www.dianabioenergia.com.br/,"Estrada Municipal Amélio Veneroni, Km 9 — Fazenda Nova Recreio — Avanhandava/SP — CEP 16360-000","udop.com.br Diana Bioenergia; SMA/SP CFA maio/2025",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar/roteiro Penápolis–Avanhandava; mapear caldeirarias","Manutenção industrial (inox)","Usina a ~70 km no eixo Penápolis","Indireta via caldeirarias; cadastro fornecedor se houver portal.","Rota com Clealco Clementina e Rossetti Penápolis.",
ARA-090,"Viterra Bioenergia — Unidade Nova Unialco","Não identificado",Guararapes,SP,55,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: UDOP — Viterra Bioenergia Unidade Nova Unialco em Guararapes; usina CFA.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol/energia,"Operação contínua — validar (grupo em transição Bunge/Viterra)","Não identificado","(18) 3606-8900 / (18) 3637-8911","Não identificado","Não identificado","Não identificado","Estrada Vicinal Angelo Zancaner, Km 30 — Fazenda Bálsamo — Guararapes/SP — CEP 16700-000","udop.com.br Viterra Nova Unialco; SMA/SP CFA",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Confirmar razão social pós-aquisição Bunge; mapear manutenção","Manutenção industrial","Usina a ~55 km (ex-Unialco)","Indireta via caldeirarias; validar canal de compras atual.","Atenção à transição societária Bunge/Viterra.",
ARA-091,"Viralcool — Usina Castilho","Não identificado",Castilho,SP,110,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: CONSECANA — Viralcool II em Castilho; telefone e endereço públicos; grupo com unidades em SP.",Alto,Alto,"Usina de açúcar e etanol","Açúcar, etanol, energia, levedura","Operação contínua — validar","Não identificado","(18) 3741-9100","Não identificado","Não identificado",https://www.viralcool.com.br/,"Acesso Fazenda Santa Amália, S/N — Zona Rural — Castilho/SP — CEP 16920-000","consecana.com.br Viralcool II; LinkedIn Usina Viralcool Castilho",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Rota Andradina–Castilho com Gasa/Passador","Manutenção industrial (inox)","Usina a ~110 km no eixo Andradina","Indireta via Passador; cadastro fornecedor Viralcool.","Complementa cluster Gasa/Andradina.",
ARA-092,"Usina Santa Adélia — Unidade Pereira Barreto",50.376.938/0009-36,"Pereira Barreto",SP,90,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: CNPJ filial ativo; CNAE fabricação de álcool; listada CFA 2025 em Pereira Barreto.",Alto,Alto,"Usina de açúcar e etanol",Álcool/açúcar/energia,"Operação contínua — validar","Não identificado","(16) 3209-2141","Não identificado",tributario@usinasantaadelia.com.br,"Não identificado","Rodovia SP-310, Km 643 — Zona Rural — Pereira Barreto/SP — CEP 15378-899","cnpjcheck CNPJ 50.376.938/0009-36; SMA/SP CFA maio/2025",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Confirmar telefone operacional da unidade (DDD 16 pode ser matriz); mapear manutenção local","Manutenção industrial","Usina a ~90 km no eixo noroeste","Indireta via caldeirarias; validar canal da unidade.","Telefone público pode ser da matriz — confirmar na ligação.",
ARA-093,"Vale do Paraná S/A — Álcool e Açúcar",05.938.884/0001-43,Suzanápolis,SP,100,Indústria,Inox,"Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: CNPJ ativo em Suzanápolis; usina citada em balanços regionais Unica/CFA.",Alto,Alto,"Usina de açúcar e etanol",Álcool/açúcar,"Operação contínua — validar","Não identificado","(18) 3706-9010","Não identificado","Não identificado","Não identificado","Rodovia SP-595, Km 84 + 800 m — Zona Rural — Suzanápolis/SP — CEP 15380-000","maiscnpj.com.br CNPJ 05.938.884/0001-43; Unica regional",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Rota Andradina–Suzanápolis–Ilha Solteira","Manutenção industrial","Usina a ~100 km no extremo noroeste","Indireta via caldeirarias da região Andradina.","Pouco digital — qualificar porte na primeira ligação.",
ARA-094,"Aralco S.A. — Unidade Santo Antônio do Aracanguá","Não identificado","Santo Antônio do Aracanguá",SP,40,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site aralco.com.br — unidade Aralco (primeira do grupo); moagem ~2,2 mi t/ano; CFA 2025.",Alto,Alto,"Usina de açúcar e etanol","Etanol (~500 mil L/dia) e açúcar (~550 t/dia)","Operação contínua — validar","Não identificado","(18) 3637-9200","Não identificado",contato@aralco.com.br,https://www.aralco.com.br/,"Rodovia SPV-061, Km 45 + 600 m — Bairro Generoso — Santo Antônio do Aracanguá/SP — CEP 16130-000","aralco.com.br/unidades; SMA/SP CFA maio/2025",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail contato@aralco.com.br — cadastro fornecedor / mapear manutenção","Manutenção industrial (inox)","Usina Aralco a ~40 km","Canal único do grupo Aralco para as 4 unidades.","Prédio administrativo do grupo nesta unidade.",
ARA-095,"Destilaria Generalco S/A (Grupo Aralco)",44.845.915/0001-73,"General Salgado",SP,80,Indústria,Inox,"Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site aralco.com.br — Destilaria Generalco 100% etanol; CNPJ próprio; CFA 2025.",Alto,Alto,"Destilaria de etanol","Etanol (~600 mil L/dia)","Operação contínua — validar","Não identificado","(18) 3175-0747","Não identificado",contato@aralco.com.br,https://www.aralco.com.br/,"Estrada da Serrinha, Km 8 — General Salgado/SP — CEP 15300-000","aralco.com.br/unidades; SMA/SP CFA maio/2025",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Incluir no pacote Aralco com Alcoazul/Aracanguá","Manutenção de destilaria (inox em processo)","Destilaria Aralco a ~80 km","Mesmo canal Aralco.","Unidade só etanol — processo com demanda típica de inox.",
ARA-096,"Nova Aralco / Figueira — Unidade Buritama",08.391.345/0001-25,Buritama,SP,55,Indústria,Inox,"Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site aralco.com.br — Unidade Figueira em Buritama; açúcar ~550 t/dia; CFA 2025 como Nova Aralco Unidade Figueira.",Alto,Alto,"Usina / agroindústria (açúcar)","Açúcar (~550 t/dia); atividade agrícola do grupo","Operação contínua — validar","Não identificado","(18) 3175-0748","Não identificado",contato@aralco.com.br,https://www.aralco.com.br/,"Estrada da Pedreira, S/N — Km 45 + 382 m da Rod. Roberto Rollemberg — Zona Rural — Buritama/SP — CEP 15290-000","aralco.com.br/unidades; SMA/SP CFA maio/2025",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Incluir no pacote Aralco","Manutenção industrial","Unidade Aralco a ~55 km","Mesmo canal Aralco.","Não confundir com Alcoazul (Araçatuba) — mesma razão Figueira, CNPJ diferente.",
ARA-097,Alcoeste,"Não identificado",Fernandópolis,SP,155,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site alcoeste.com.br — usina Grupo Arakaki; +40 anos; UDOP/CFA Fernandópolis.",Alto,Alto,"Usina de açúcar e etanol","Etanol, açúcar, energia","Operação contínua — validar","Não identificado","(17) 3465-9100 / (17) 3465-9108","Não identificado","Não identificado",https://alcoeste.com.br/,"Rodovia Euclides da Cunha, Km 562 — Fazenda Santa Alice — Fernandópolis/SP — CEP 15613-899","alcoeste.com.br/contato; udop.com.br Alcoeste",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Formulário site (área Indústria/Suprimentos) + rota Fernandópolis com Deaço","Manutenção industrial (inox)","Usina a ~155 km no eixo Fernandópolis","Formulário com área Suprimentos/Indústria; indireta via caldeirarias.","Site permite contato direto com Suprimentos.",
ARA-098,"Usina São Domingos — Açúcar e Etanol","Não identificado",Catanduva,SP,130,Indústria,Inox,"Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site usd.ind.br — usina em Catanduva desde 1952; telefone e e-mail públicos.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol/bioenergia,"Operação contínua — validar","Não identificado","(17) 3531-4136 / (17) 3531-4108","Não identificado",contato@usd.ind.br,https://www.usd.ind.br/,"Rodovia Vicente Sanchez, Km 7 — Catanduva/SP — CEP 15804-970","usd.ind.br; biocana.com.br associadas",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail contato@usd.ind.br; rota Catanduva com MEBRAS","Manutenção industrial","Usina histórica em Catanduva (~130 km)","E-mail + indireta via caldeirarias Catanduva.","Primeira usina da região de Catanduva (1952).",
ARA-099,"Usina São José da Estiva","Não identificado","Novo Horizonte",SP,145,Indústria,Inox,"Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: listagens Biocana/associadas — Usina São José da Estiva em Novo Horizonte com telefone público.",Alto,Alto,"Usina de açúcar e etanol",Açúcar/etanol,"Operação contínua — validar","Não identificado","(17) 3542-9500 / (17) 3543-9110","Não identificado","estiva@estiva.com.br / usina.estiva@estiva.com.br","Não identificado","Fazenda Três Pontes — Novo Horizonte/SP — CEP 14960-000","biocana.com.br associadas; listagens históricas Unica",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail estiva@estiva.com.br; rota Novo Horizonte","Manutenção industrial","Usina em Novo Horizonte (~145 km)","E-mail + indireta via caldeirarias.","Há também Usina Santa Isabel na mesma cidade — validar se complementar.",
ARA-100,"Usina Alto Alegre — Unidade Floresta","Não identificado","Presidente Prudente",SP,145,Indústria,"Carbono; Inox","Chapa / estruturas via contratadas — Provável — validar","Inox para processo","FATO: site altoalegre.com.br — Unidade Floresta (Ameliópolis/Prudente); ~1,8 mi t cana; ISO 9001; CFA lista Alto Alegre em Presidente Prudente.",Alto,Alto,"Usina de açúcar e etanol","Açúcar cristal/VHP/demerara, etanol, energia","Operação contínua — validar","Não identificado","(18) 3229-3000 / (18) 2104-3000","Não identificado",falecom@altoalegre.com.br,https://www.altoalegre.com.br/,"Fazenda Alta Floresta — Distrito de Ameliópolis — Presidente Prudente/SP — CEP 19140-970","altoalegre.com.br/unidades/unidade-floresta; SMA/SP CFA",08/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail falecom@altoalegre.com.br; rota Prudente com Metalúrgica São José","Manutenção industrial (inox)","Grande usina no polo Prudente (~145 km)","Indireta via caldeirarias Prudente; e-mail institucional.","Escritório central também em Prudente (18) 3229-2955.",
ARA-101,"Pré-Moldados Panorama",55.296.545/0001-89,Panorama,SP,200,Pré-moldados,"Ferro para construção","CA-50 / vergalhão (armadura para pré-moldados e protendido)","Treliças; Telas; Arame; Aços para protensão — Provável — validar","FATO: fábrica de estruturas pré-moldadas de concreto armado/protendido desde ~1979; parque industrial ~67.000 m²; atende obras industriais/comerciais/agro em todo o país a partir de Panorama/SP (borda do raio 200 km).",Alto,Alto,"Fabricação de pré-moldados de concreto armado e protendido","Galpões, pilares, vigas e estruturas pré-moldadas",N/A,"Não identificado","(18) 3871-3000","Não identificado",contato@premoldadospanorama.com.br,https://www.premoldadospanorama.com.br/,"Rod. SP-294 (Cmte. João Ribeiro de Barros), Km 684 — Panorama/SP — CEP 17980-000","premoldadospanorama.com.br; quemfornece; econodata CNPJ 55.296.545/0001-89",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar comercial: volume mensal de CA-50/protendido e fornecedor atual","Vergalhão e aço para armadura/protensão em série de fábrica","Grande fábrica de pré-moldados na borda do raio (~200 km) — consumo contínuo de armadura","Oferta CA-50/60 + logística Panorama. Perguntar se compram direto de usina ou via CD/distribuidor.","Alta prioridade do eixo pré-moldados. Validar se protensão usa cordoalha própria ou compra terceira.",
ARA-102,"Protendit — Pré-fabricados e Fundações (unidade SJRP)","61.196.390/0002-92 (filial SJRP)","São José do Rio Preto",SP,135,Pré-moldados,"Ferro para construção","CA-50 / aço para pré-fabricados e estacas","Lajes; Vigas; Pilares; Estacas pré-fabricadas","FATO: referência nacional em pré-fabricados e estacas desde 1958; fábrica em SJRP (Rua José Guidi) com capacidade publicada na ordem de milhares de m³/mês; também executa fundações.",Alto,Alto,"Pré-fabricados de concreto + fundações (estacas)","Estacas, vigas, lajes, painéis, pilares, coberturas pré-fabricadas",N/A,"Não identificado","(17) 3214-7200 / (17) 3600-0505","Não identificado",sjp@protendit.com.br,https://protendit.com.br/,"Rua José Guidi, 341 — Distrito Industrial — São José do Rio Preto/SP — CEP 15035-500","protendit.com.br/contato; mestregeo CNPJ filial; LinkedIn Protendit",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"E-mail/ligar sjp@: mapear compra de vergalhão vs aço de protensão; volume mensal","Aço para pré-fabricados e estacas em escala industrial","Maior player de pré-fabricado/estacas no polo SJRP (~135 km)","Abordar compras da fábrica SJRP (não só canteiro). Oferta CA-50 + bitolas de estaca.","⭐ MULTIOPORTUNIDADE (pré-moldados + fundações). Matriz/comercial SP também existe — priorizar unidade SJRP.",
ARA-103,"Concrerio Pré-Moldados de Concreto",51.836.427/0001-65,"São José do Rio Preto",SP,135,Pré-moldados,"Ferro para construção","CA-50 / armadura para pré-moldados — Provável — validar","Treliças; Telas — Provável — validar","FATO: CNPJ ativo desde 1979; CNAE fabricação de estruturas pré-moldadas de concreto armado; sede no Distrito Industrial de SJRP (mesmo eixo da Protendit).",Médio,Médio,"Fabricação de pré-moldados de concreto armado","Estruturas pré-moldadas de concreto armado (série/encomenda)",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado","Rua José Guidi, s/n — Distrito Industrial — São José do Rio Preto/SP — CEP 15035-500","guiapj CNPJ 51.836.427/0001-65; diariocidade filial 0002-46",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Visita/Maps DI SJRP: localizar telefone e porte; validar se ainda opera em escala","Armadura para linha de pré-moldados","Pré-moldados históricos no DI de SJRP — completar cluster com Protendit","Qualificar volume antes de cotação. Se ME/baixa produção, baixar potencial.","Telefone público não localizado na pesquisa — priorizar visita presencial no DI.",
ARA-104,"Lajes Bandeirantes Araçatuba Artefatos de Concretos","Não identificado",Araçatuba,SP,0,"Artefatos de concreto","Ferro para construção","CA-50 / treliças para lajes — Provável — validar","Telas; Arame — Provável — validar","FATO: listada em Araçatuba como lajes/artefatos de concreto e pré-moldados; telefone público local.",Médio,Médio,"Fabricação/comércio de lajes e artefatos de concreto","Lajes e artefatos de concreto",N/A,"Não identificado","(18) 3621-6864","Não identificado","Não identificado","Não identificado","Rua Gonçalves Ledo, 750 — São Joaquim — Araçatuba/SP — CEP 16050-300","solutudo Lajes Bandeirantes Araçatuba; planetabrasileiro",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: confirmar se fabrica laje treliçada e volume de aço/mês","Vergalhão/treliça para lajes","Artefato local em Araçatuba — rota fácil e consumo de armadura de laje","Oferta treliças H8/H12 + CA-50. Validar se é fábrica ou só revenda/montagem.","Qualificar porte: se só monta laje com aço de terceiros, comprador pode ser outro.",
ARA-105,"Rondon Cochos Araçatuba","Não identificado",Araçatuba,SP,0,"Artefatos de concreto","Ferro para construção","CA-50 / ferragem para cochos e pré-moldados agro — Provável — validar","Arame; Estribos — Provável — validar","FATO: fabricante local de artefatos de cimento/pré-moldados para agropecuária (cochos, pilares, mourões, tubos, aduelas); site/listagem cita ferragem estrivada no concreto ~30 MPa.",Médio,Médio,"Pré-moldados/artefatos de concreto para agropecuária","Cochos, bebedouros, pilares, mourões, tubos e aduelas",N/A,"Não identificado","(18) 99748-7213 / (18) 99713-7881","(18) 99748-7213",rondoncochos@hotmail.com,"Não identificado","Av. José Ferreira Batista, 3335 — Ipanema — Araçatuba/SP — CEP 16052-000","solutudo Rondon Cochos Araçatuba",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: volume de ferragem/mês e bitolas usadas nos cochos/pilares","Ferragem para linha agro de pré-moldados","Artefato agro local com armadura explícita no produto","Oferta CA-50/estribos em volumes de série. Ticket médio — validar recorrência.","Porte menor que Panorama/Protendit; útil na rota Araçatuba.",
ARA-106,"Profund — Engenharia e Fundações Especiais","Não identificado","São José do Rio Preto",SP,135,Fundações,"Ferro para construção","CA-50 / armadura para estacas e paredes diafragma — Provável — validar","Treliças; Barras — Provável — validar","FATO: empresa de SJRP (desde 2006) especializada em fundações especiais (hélice contínua, escavadas, raiz, diafragma) e locação de perfuratrizes — consumo típico de armadura por obra.",Alto,Alto,"Execução de fundações especiais","Estacas hélice/escavadas/raiz, paredes diafragma, provas de carga",N/A,"Não identificado","(17) 98193-1884","(17) 98193-1884",comercial@profundfundacoes.com.br,https://profundfundacoes.com.br/,"Rua Ipiranga, 4137 — Sala 04 — Santos Dumont — São José do Rio Preto/SP — CEP 15020-040",profundfundacoes.com.br,22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp comercial: quem fornece a armadura das estacas; volume médio/obra","Armadura para fundações profundas por obra","Fundações especiais em SJRP — comprador recorrente por canteiro","Mapear se arma no pátio próprio ou compra kit pronto de CD. Oferta CA-50 + logística de obra.","Consumo por obra (não fábrica contínua). Cruzar com pipeline TARRAF/Pacaembu na região.",
ARA-107,"Master Bauru Engenharia e Fundações","Não identificado",Bauru,SP,190,Fundações,"Ferro para construção","CA-50 / armadura para estacas e tubulões — Provável — validar","Barras; Estribos — Provável — validar","FATO: +30 anos em fundações (hélice contínua, escavadas, tubulões); sede Bauru; atende residencial/comercial/industrial e infraestrutura.",Alto,Alto,"Execução de fundações","Tubulões, estacas escavadas e hélice contínua monitorada",N/A,"Não identificado","(14) 3203-5163","(14) 99778-7651",contato@masterbauru.com.br,https://www.masterbauru.com.br/,"Rua Dimas Simonetti, 2-59 — Lot. Mário Luiz Rodrigues do Prado — Bauru/SP — CEP 17023-875",masterbauru.com.br,22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp/e-mail: volume de armadura por obra e fornecedor atual","Armadura para fundações","Fundações de porte em Bauru (~190 km) — borda do raio com contato público","Oferta CA-50 para kits de estaca. Avaliar frete vs fornecedor local de Bauru.","Agrupar rota Bauru com CPA (já na base).",
ARA-108,"COPEL Construções — Tubos Copel",00.623.468/0001-32,Araçatuba,SP,0,Infraestrutura,"Ferro para construção","CA-50 / armadura para tubos, aduelas e pré-moldados de drenagem","Telas; Arame — Provável — validar","FATO: indústria local (+50 anos) de pré-moldados para drenagem/saneamento (tubos, aduelas, ovóides, reservatórios) e construtora de obras de arte de infraestrutura; concreto usinado próprio.",Alto,Alto,"Fabricação de artefatos/pré-moldados + obras de infraestrutura","Tubos, aduelas, ovóides, reservatórios de detenção; galerias, pontes, canais","Obras de drenagem/infraestrutura em SP e estados vizinhos — validar pipeline","Não identificado","(18) 3636-7200","Não identificado",vendas@tuboscopel.com.br,https://tuboscopel.com.br/,"Rod. Marechal Rondon, Km 540 — Araçatuba/SP — CEP 16027-231","tuboscopel.com.br; guiapj CNPJ 00.623.468/0001-32",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar vendas@: volume mensal de armadura na fábrica + se compram para obras próprias","Armadura contínua para linha de tubos/aduelas e obras","Âncora local de infraestrutura/pré-moldado de drenagem em Araçatuba","Abrir pela fábrica (consumo recorrente). Depois mapear aço das obras de arte.","⭐ MULTIOPORTUNIDADE (fábrica + infraestrutura). Não confundir com a utility Copel/PR.",
ARA-109,"Mardel Industrial","Não identificado","Presidente Prudente",SP,145,"Silos e estruturas agro",Carbono,"Chapa aço carbono; Bobina","Tubos; Perfis; Chapas para tanques/reservatórios","FATO: desde 1978 em Prudente; fabrica silos metálicos, estruturas, reservatórios/tanques, corte/dobra/calandragem de chapas e montagem industrial.",Alto,Alto,"Fabricação de silos, estruturas e reservatórios metálicos + caldeiraria","Silos de grãos, estruturas metálicas, tanques/reservatórios, peças calandradas",N/A,"Não identificado","(18) 3222-7621 / (18) 3222-7221","(18) 98116-6648","adrianomardel@hotmail.com / markinmardel@hotmail.com",https://mardelindustrial.com.br/,"Av. José Moisés Ferreira, 705 — Presidente Prudente/SP — CEP 19043-120","mardelindustrial.com.br (silos/contato/sobre)",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar/WhatsApp Adriano: espessuras de chapa para silos/tanques e volume mensal","Chapas/bobinas para silos, tanques e estruturas agroindustriais","Fabricante agro/metalúrgico consolidado no polo Prudente (~145 km)","Oferta chapa carbono para silo/tanque; perguntar mix galvanizado vs preto.","⭐ MULTIOPORTUNIDADE (silos + tanques + estruturas). Rota Prudente com usinas/caldeirarias já na base.",
ARA-110,"Metalúrgica Canaã — Reservatórios","Não identificado",Araçatuba,SP,0,"Tanques e vasos",Carbono,"Chapa aço carbono (reservatórios metálicos)","Bobina; Perfurações/acessórios — Provável — validar","FATO: fabricante local (+20 anos) de reservatórios metálicos em Araçatuba; endereço e WhatsApp públicos no site.",Médio,Médio,"Fabricação de reservatórios metálicos","Reservatórios metálicos (água e afins)",N/A,"Não identificado","(18) 99825-9292","(18) 99825-9292",reservatorioscanaa@gmail.com,https://metalurgicacanaa.com.br/,"Rod. Marechal Rondon, Km 534 — Guanabara — Araçatuba/SP — CEP 16026-005",metalurgicacanaa.com.br,22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"WhatsApp: espessuras e volume mensal de chapa; fornecedor atual","Chapa carbono para reservatórios","Tanques/reservatórios fabricados em Araçatuba — compra local de chapa","Oferta chapa carbono sob medida. Validar se atende também combustível/industrial.","Porte médio. Complementar a Passador (caldeiraria pesada Andradina).",
ARA-111,"Mundial Reservatórios Metálicos",33.706.963/0001-64,Birigui,SP,20,"Tanques e vasos",Carbono,"Chapa aço carbono (tanques e reservatórios)","Não identificado","FATO: CNPJ ativo em Birigui com CNAE fabricação de tanques/reservatórios metálicos; telefone público em bases cadastrais.",Médio,Médio,"Fabricação de tanques e reservatórios metálicos","Tanques e reservatórios metálicos",N/A,"Não identificado","(18) 3641-1868","Não identificado","Não identificado","Não identificado","Rua Manoel Segundo Celice — Residencial Prado — Birigui/SP — CEP 16201-263","guiadocnpj Mundial Reservatórios Metálicos Birigui CNPJ 33.706.963/0001-64",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Ligar: confirmar operação ativa, espessuras e volume de chapa","Chapa para tanques/reservatórios","Fabricante de tanques a 20 km — rota Birigui","Qualificar porte e mix (água vs combustível). Oferta chapa carbono.","Validar se ainda produz em escala (EIRELI). Agrupar visita com Serv Aço/Saita.",
ARA-112,Metalpama,46.151.478/0001-13,Birigui,SP,20,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Birigui/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,Valnei,"Não identificado","Não identificado","Não identificado","Não identificado",Birigui/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem compra",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Birigui","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-113,ITB,46.151.130/0001-26,Birigui,SP,20,Metalúrgica,Carbono,"Chapa / tubo / perfis — Provável — validar","Não identificado","Indicação Paulo. Empresa em Birigui/SP. Classificação inicial Metalúrgica / Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,"Não identificado","Não identificado","Não identificado","Não identificado","Não identificado",Birigui/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,"Sem cadastro",,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Birigui","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
ARA-114,Açomix,21.969.045/0001-49,Birigui,SP,20,Revenda,"Ferro para construção; Carbono","CA-50 / vergalhão — Provável — validar","Não identificado","Indicação Paulo. Empresa em Birigui/SP. Classificação inicial Revenda / Ferro para construção; Carbono por nome/setor — validar no contato.",Médio,Médio,"Não identificado — validar","Não identificado — validar",N/A,Toninho,"Não identificado","Não identificado","Não identificado","Não identificado",Birigui/SP,"Indicação Paulo (xlsx) — 22/09/2026",22/09/2026,,"Sem retorno",,,Inativo,Hugo,Qualificado,"Qualificar porte, comprador e volume; validar linha de aço.","Validar se compra aço e quais bitolas/produtos","Indicação Paulo — Birigui","Abrir pelo contato indicado (se houver); senão telefone/CNPJ público.","Importado do xlsx Paulo. Campos de produto/consumo inferidos com cautela — validar.",Paulo
